FID,GEOID,STATE,COUNTY,TRACT,BLOCKGROUP,STUSAB,all_damage_own,serious_damage_own,serious_damage_own_unmet,all_damage_rent,serious_damage_rent,serious_damage_rent_unmet,SHAPE_Length,SHAPE_Area
3072,482013130002,48,201,313000,2,TX,16,-1,-1,48,29,22,0.0304286172498006,4.33300973949747e-05
3073,482013130001,48,201,313000,1,TX,18,0,-1,-1,0,0,0.0237728566486051,3.17956644150479e-05
3074,483550054041,48,355,005404,1,TX,22,0,-1,0,0,0,0.100300566281876,0.000455131367977177
3075,483550054062,48,355,005406,2,TX,13,0,-1,0,0,0,0.793831921551824,0.0254801925571558
3076,483550016012,48,355,001601,2,TX,50,0,-1,0,0,0,0.0346226979442413,3.58017494469871e-05
3077,483550020012,48,355,002001,2,TX,21,0,-1,-1,-1,-1,0.0255909328211827,3.20344779345989e-05
3078,483550031014,48,355,003101,4,TX,-1,0,-1,0,0,0,0.117237481832828,4.56490808949233e-05
3079,483550031015,48,355,003101,5,TX,14,0,0,0,0,0,0.031102900286466,5.95289241648745e-05
3080,482013129002,48,201,312900,2,TX,28,-1,-1,-1,0,0,0.0296234708377316,5.36630144398014e-05
3081,482013129001,48,201,312900,1,TX,38,-1,-1,12,-1,-1,0.0506176873782712,8.0311560066938e-05
3082,482013128002,48,201,312800,2,TX,-1,0,-1,0,0,0,0.0252703232714985,3.95569501136407e-05
3083,482013128001,48,201,312800,1,TX,-1,0,0,-1,-1,-1,0.0279868119240741,4.79477785228983e-05
3084,482013127003,48,201,312700,3,TX,-1,-1,-1,-1,0,0,0.0246562227169867,2.04258013985427e-05
3085,482013127002,48,201,312700,2,TX,15,0,0,-1,0,0,0.0224002313536949,2.69637485435174e-05
3086,482013127001,48,201,312700,1,TX,12,0,-1,-1,-1,-1,0.0222322884655988,2.79832108654215e-05
3087,482013126001,48,201,312600,1,TX,-1,0,-1,-1,-1,0,0.0316468274099687,4.28951555159913e-05
3088,482014311011,48,201,431101,1,TX,129,100,54,-1,-1,-1,0.0261003167196226,2.99030489115599e-05
3089,482012219002,48,201,221900,2,TX,64,16,-1,14,-1,-1,0.0285232852216341,3.83204184651239e-05
3090,482013338001,48,201,333800,1,TX,122,62,43,17,12,-1,0.108901747136212,0.0004181384112104
3091,482013337002,48,201,333700,2,TX,25,-1,-1,-1,-1,-1,0.109185035141507,0.000676974599185663
3092,482013337001,48,201,333700,1,TX,76,35,28,18,16,-1,0.0548501660967852,0.000159272413354889
3093,482013336003,48,201,333600,3,TX,43,-1,-1,-1,-1,-1,0.0541037650970138,0.000104908069331985
3094,482013336002,48,201,333600,2,TX,16,-1,-1,-1,-1,0,0.0587169692963093,9.92677751728151e-05
3095,482013508012,48,201,350801,2,TX,68,42,27,12,-1,-1,0.027525495858733,4.5493997697866e-05
3096,482013508011,48,201,350801,1,TX,42,22,19,-1,-1,-1,0.036543881702054,6.20200422688743e-05
3097,482013132001,48,201,313200,1,TX,33,-1,-1,-1,-1,-1,0.044791148580148,8.07741327161186e-05
3098,482013131002,48,201,313100,2,TX,-1,0,-1,0,0,0,0.0531583790020108,0.000118483631299463
3099,482013126004,48,201,312600,4,TX,-1,0,-1,-1,-1,-1,0.0302057732026994,4.90533146656291e-05
3100,482013126002,48,201,312600,2,TX,-1,0,0,-1,-1,-1,0.0561741189192243,6.11685295633569e-05
3101,482013125002,48,201,312500,2,TX,16,-1,-1,-1,-1,-1,0.0381698366613204,7.54768475641925e-05
3102,482013401002,48,201,340100,2,TX,0,0,-1,12,-1,0,0.0828443676337751,0.000371572717528322
3103,482013401001,48,201,340100,1,TX,39,-1,-1,11,-1,-1,0.0836097911173219,0.000416078459708358
3104,482013340031,48,201,334003,1,TX,90,30,21,11,-1,-1,0.0403353651005215,7.57798379987741e-05
3105,482013338004,48,201,333800,4,TX,82,42,29,-1,-1,-1,0.0444086439478279,9.75239950272511e-05
3106,482013338002,48,201,333800,2,TX,61,35,27,20,18,-1,0.0358010048335716,7.86948997513987e-05
3107,482013207001,48,201,320700,1,TX,40,-1,-1,-1,-1,-1,0.0540713062930715,8.86595537549369e-05
3108,482013205002,48,201,320500,2,TX,67,-1,-1,-1,-1,-1,0.0289577778376917,5.17964865515698e-05
3109,482013202004,48,201,320200,4,TX,23,0,-1,-1,-1,-1,0.0370212855379532,6.58328220436109e-05
3110,482013202003,48,201,320200,3,TX,75,17,17,-1,-1,-1,0.0516055433104239,0.000104057981766005
3111,482013202002,48,201,320200,2,TX,13,-1,-1,-1,-1,-1,0.037449636614379,4.45678258229128e-05
3112,482013202001,48,201,320200,1,TX,30,-1,-1,-1,-1,-1,0.0646546355130667,0.000174735889278744
3113,482013201002,48,201,320100,2,TX,13,0,-1,-1,-1,0,0.028952241288036,4.06458380576585e-05
3114,482015529003,48,201,552900,3,TX,-1,0,0,-1,0,0,0.0534424780316699,0.000145731435458454
3115,482012225031,48,201,222503,1,TX,48,21,18,-1,-1,-1,0.060725581430028,0.000101996454833415
3116,482012225022,48,201,222502,2,TX,33,-1,-1,-1,-1,-1,0.0664451386957856,0.000107272469523858
3117,482012224012,48,201,222401,2,TX,135,84,40,63,52,26,0.0659106164520851,0.000210836755313238
3118,482012223003,48,201,222300,3,TX,19,-1,-1,-1,-1,-1,0.0584955733774638,4.97982287333243e-05
3119,482012325001,48,201,232500,1,TX,151,99,81,193,179,95,0.174013299948283,0.0010760951761085
3120,482013407002,48,201,340700,2,TX,22,-1,-1,0,0,0,0.0467950065444393,8.80010210608084e-05
3121,482013406002,48,201,340600,2,TX,14,0,0,0,0,0,0.0372998945060256,5.8322110470544e-05
3122,482013406001,48,201,340600,1,TX,12,-1,-1,0,0,0,0.0411032854862668,9.25925885130388e-05
3123,482013405005,48,201,340500,5,TX,-1,0,0,0,0,0,0.0275832277604198,4.82564640311365e-05
3124,482013405004,48,201,340500,4,TX,-1,-1,-1,0,0,0,0.0372747447902393,6.14403863254444e-05
3125,482013405003,48,201,340500,3,TX,-1,-1,-1,-1,-1,-1,0.0393175359504243,8.2864373999879e-05
3126,482013405002,48,201,340500,2,TX,12,-1,0,-1,-1,-1,0.0258642641751506,4.03012692013731e-05
3127,482013405001,48,201,340500,1,TX,-1,0,0,-1,0,0,0.0263192893919297,3.05868439033769e-05
3128,482013404001,48,201,340400,1,TX,-1,0,0,0,0,0,0.0493678579538263,0.000149606385874018
3129,482013403021,48,201,340302,1,TX,29,12,-1,0,0,0,0.052509275648901,0.000150440406202469
3130,482015529005,48,201,552900,5,TX,-1,0,0,0,0,0,0.0416546638314045,7.12756929938563e-05
3131,482015531004,48,201,553100,4,TX,33,27,-1,156,151,42,0.0366909633505891,5.87355877394961e-05
3132,482015531003,48,201,553100,3,TX,-1,0,0,-1,-1,0,0.0411144266300765,8.55414048457704e-05
3133,482015531002,48,201,553100,2,TX,46,31,19,11,-1,-1,0.0383316997066417,5.49065315484148e-05
3134,482015530011,48,201,553001,1,TX,29,17,-1,-1,-1,0,0.0645920916200618,0.000159993936942002
3135,482015530013,48,201,553001,3,TX,19,-1,-1,-1,0,0,0.0518204603898345,0.000167619799456443
3136,482015512001,48,201,551200,1,TX,-1,0,0,-1,0,0,0.0497436408170269,9.77528620527526e-05
3137,482015511002,48,201,551100,2,TX,13,0,0,-1,-1,-1,0.0484771510726493,0.000139990615670671
3138,482015511003,48,201,551100,3,TX,-1,0,-1,-1,-1,0,0.0756371971621384,0.000129752834029934
3139,482015510001,48,201,551000,1,TX,16,-1,-1,-1,-1,-1,0.047854378724017,0.00010330230504617
3140,482015509003,48,201,550900,3,TX,-1,-1,-1,-1,-1,-1,0.0299120466170637,4.40840324058974e-05
3141,482012219001,48,201,221900,1,TX,52,14,-1,18,-1,-1,0.0493928232974278,0.000120862363776594
3142,482012217002,48,201,221700,2,TX,35,-1,-1,-1,-1,-1,0.063043804137953,0.000158737346252219
3143,482013507001,48,201,350700,1,TX,152,136,36,29,29,-1,0.0476600981734872,8.66788169821107e-05
3144,482013506021,48,201,350602,1,TX,35,19,11,-1,-1,0,0.0397179519905828,9.06792648936753e-05
3145,482014126002,48,201,412600,2,TX,-1,-1,-1,-1,-1,0,0.0300079617814688,4.29198929348764e-05
3146,482013214021,48,201,321402,1,TX,81,33,28,19,14,-1,0.0282002389014142,3.50625148305757e-05
3147,482013427001,48,201,342700,1,TX,37,12,-1,-1,-1,0,0.0426777589781061,0.00011209807946059
3148,482014129003,48,201,412900,3,TX,51,32,-1,-1,-1,0,0.0249965263461931,3.78369475845766e-05
3149,482012306001,48,201,230600,1,TX,71,-1,-1,-1,-1,-1,0.048808398226186,0.000107879738912961
3150,482015549011,48,201,554901,1,TX,41,11,-1,-1,-1,0,0.124110756979144,0.000704441235934079
3151,482015405011,48,201,540501,1,TX,170,146,101,96,92,35,0.0433605180013927,7.97122570523722e-05
3152,482015224012,48,201,522401,2,TX,-1,-1,-1,0,0,0,0.0365992054689764,6.5279613873294e-05
3153,482015224011,48,201,522401,1,TX,-1,-1,-1,0,0,0,0.0357194796535578,7.55401297015495e-05
3154,482015224021,48,201,522402,1,TX,-1,0,0,0,0,0,0.0494831944782415,0.000145258182077302
3155,482015223012,48,201,522301,2,TX,-1,0,0,-1,0,0,0.0383859947690793,6.96886337301835e-05
3156,482015223011,48,201,522301,1,TX,-1,0,0,0,0,0,0.0343414576140174,6.04573740806788e-05
3157,482015223021,48,201,522302,1,TX,-1,-1,-1,-1,0,0,0.0284977046844424,4.30878257260314e-05
3158,482014504003,48,201,450400,3,TX,-1,0,-1,0,0,0,0.022238582803273,2.33445959634588e-05
3159,482014504002,48,201,450400,2,TX,-1,0,0,-1,-1,-1,0.0189304708032568,1.65047260459712e-05
3160,482015333001,48,201,533300,1,TX,78,19,12,27,-1,-1,0.0433876316173152,8.9258014757639e-05
3161,482012217003,48,201,221700,3,TX,279,240,129,85,79,42,0.0738176155127572,0.000122585581755672
3162,482012546003,48,201,254600,3,TX,40,-1,-1,-1,-1,-1,0.0949807835006188,0.000304925475607972
3163,482013111004,48,201,311100,4,TX,24,0,-1,-1,-1,-1,0.0321018761631008,5.14314732516874e-05
3164,482013124003,48,201,312400,3,TX,12,-1,-1,-1,-1,-1,0.0247871932341237,3.33226660629608e-05
3165,482013341002,48,201,334100,2,TX,43,0,-1,-1,-1,0,0.277766962386097,0.00244555309967765
3166,482013144002,48,201,314400,2,TX,0,0,0,-1,-1,-1,0.0700129024836477,0.000184091438476287
3167,482013241004,48,201,324100,4,TX,38,11,11,-1,-1,-1,0.0354746857558374,6.27823884916359e-05
3168,482012320002,48,201,232000,2,TX,144,86,41,23,21,14,0.196606447613268,0.00135383727712345
3169,482012318002,48,201,231800,2,TX,64,17,16,-1,-1,0,0.0624528743207995,0.000171919514500249
3170,482012415003,48,201,241500,3,TX,26,-1,-1,11,-1,-1,0.243585608275519,0.0015798905410042
3171,482015320011,48,201,532001,1,TX,0,0,0,-1,-1,-1,0.0451790959008146,5.28640021628559e-05
3172,482015320013,48,201,532001,3,TX,67,59,-1,13,-1,-1,0.0346900189317632,4.25601686236716e-05
3173,482015320012,48,201,532001,2,TX,11,-1,-1,11,-1,-1,0.037108164588688,6.05866803554259e-05
3174,482015320014,48,201,532001,4,TX,33,31,-1,34,28,16,0.0351356610048993,2.76593710563749e-05
3175,482015342031,48,201,534203,1,TX,20,-1,-1,0,0,0,0.0932341184023105,0.000395610667390334
3176,482012326002,48,201,232600,2,TX,261,229,105,72,64,25,0.0908688019955947,0.000218520416989038
3177,482012326001,48,201,232600,1,TX,28,-1,-1,-1,-1,-1,0.0980287510286246,0.000352729426787073
3178,482012324012,48,201,232401,2,TX,311,258,224,102,94,34,0.0850963392223875,0.000375369717009806
3179,482012324014,48,201,232401,4,TX,90,59,50,20,19,-1,0.037949510829901,6.71219874592145e-05
3180,482012509003,48,201,250900,3,TX,32,30,-1,0,0,0,0.061672543977043,0.000193603735332951
3181,482012323012,48,201,232301,2,TX,382,268,257,48,33,16,0.117482296152501,0.000777100521173636
3182,482012323023,48,201,232302,3,TX,135,117,94,37,34,17,0.0520417270701054,0.000169181681523732
3183,482012319003,48,201,231900,3,TX,63,-1,-1,-1,0,0,0.0362289863588447,4.4681707843162e-05
3184,482012319002,48,201,231900,2,TX,122,34,26,14,-1,-1,0.131576403607631,0.000608709084081316
3185,482012318001,48,201,231800,1,TX,36,-1,-1,-1,-1,-1,0.0424679048338327,9.1570221443407e-05
3186,482012316002,48,201,231600,2,TX,83,22,-1,14,13,-1,0.0672044150178938,9.5935797070165e-05
3187,482012316001,48,201,231600,1,TX,59,17,-1,-1,-1,-1,0.040229409497647,5.89128711617517e-05
3188,482012315002,48,201,231500,2,TX,57,-1,-1,12,-1,-1,0.0320944839685628,4.55378459481172e-05
3189,482012315001,48,201,231500,1,TX,79,-1,-1,11,-1,-1,0.0316378013971627,6.27850403048444e-05
3190,482015416023,48,201,541602,3,TX,70,39,32,-1,-1,-1,0.0397933329662778,7.54229580124571e-05
3191,482015416022,48,201,541602,2,TX,21,-1,-1,0,0,0,0.0306429777932785,4.8312109192616e-05
3192,482015416021,48,201,541602,1,TX,45,14,11,29,21,12,0.0429499925961513,8.13253304905458e-05
3193,482015413003,48,201,541300,3,TX,19,0,-1,-1,0,0,0.0840192649744243,0.000128153259625127
3194,482015413001,48,201,541300,1,TX,-1,0,0,0,0,0,0.0353219113869403,5.48736508545142e-05
3195,482015325011,48,201,532501,1,TX,-1,0,-1,0,0,0,0.062164487330139,0.000207003319515234
3196,482014210002,48,201,421000,2,TX,14,-1,-1,-1,-1,0,0.0517309748622917,9.8388202089443e-05
3197,482014210001,48,201,421000,1,TX,-1,-1,-1,-1,-1,-1,0.0437844828710702,7.58985389281746e-05
3198,482014128001,48,201,412800,1,TX,247,211,12,35,33,-1,0.0386630487829575,8.53591283484706e-05
3199,482014127002,48,201,412700,2,TX,117,74,-1,49,34,-1,0.0463046689483628,0.000108443120506859
3200,482014127001,48,201,412700,1,TX,15,-1,-1,-1,-1,0,0.044486487212555,8.30692119175729e-05
3201,482014126003,48,201,412600,3,TX,-1,-1,0,0,0,0,0.0247291356522795,2.48677352992056e-05
3202,482014124001,48,201,412400,1,TX,-1,0,0,0,0,0,0.0285721216410947,3.08684098010742e-05
3203,482014122001,48,201,412200,1,TX,-1,-1,0,0,0,0,0.0464578242924089,7.42554842041241e-05
3204,482013229001,48,201,322900,1,TX,62,-1,-1,-1,-1,-1,0.0370712903084757,7.86612587730577e-05
3205,482013228004,48,201,322800,4,TX,168,84,67,47,26,14,0.0491710288448693,0.000111368728428868
3206,482013228003,48,201,322800,3,TX,40,-1,-1,-1,-1,-1,0.0472476916855732,7.45268794394321e-05
3207,482012529005,48,201,252900,5,TX,71,15,11,-1,-1,-1,0.0687597578145646,0.000264469824025923
3208,482012529003,48,201,252900,3,TX,52,11,-1,-1,-1,-1,0.085431838457245,0.000435941085509669
3209,482012529002,48,201,252900,2,TX,32,-1,-1,-1,-1,-1,0.112643842560299,0.000405203515386612
3210,482012314001,48,201,231400,1,TX,131,24,15,25,11,-1,0.0917844590675336,0.000313300567252913
3211,482012107003,48,201,210700,3,TX,19,-1,-1,-1,-1,-1,0.0204266005614297,2.2816584711914e-05
3212,482012107002,48,201,210700,2,TX,15,0,-1,0,0,0,0.0373158485711498,5.08675164371127e-05
3213,482012107001,48,201,210700,1,TX,37,14,-1,-1,-1,-1,0.0238833188959713,3.162419987577e-05
3214,482012106004,48,201,210600,4,TX,-1,0,-1,-1,-1,-1,0.0339857690118378,6.68268119693656e-05
3215,482012106003,48,201,210600,3,TX,29,19,16,-1,-1,0,0.0308551280964824,5.94808835571982e-05
3216,482012106002,48,201,210600,2,TX,-1,0,-1,-1,-1,0,0.0376637733213603,5.28693903340734e-05
3217,482012105001,48,201,210500,1,TX,18,-1,-1,0,0,0,0.0326944492229412,5.38198442798581e-05
3218,482012104004,48,201,210400,4,TX,-1,-1,-1,-1,-1,-1,0.0469843159015214,6.53146264519279e-05
3219,482012104003,48,201,210400,3,TX,33,-1,-1,20,16,12,0.0331281432028434,5.38582601021682e-05
3220,482012104002,48,201,210400,2,TX,-1,0,-1,-1,0,0,0.0388535899181434,2.29668240802626e-05
3221,482012104001,48,201,210400,1,TX,-1,0,-1,-1,-1,-1,0.0216484119574,2.76956265144712e-05
3222,482015556002,48,201,555600,2,TX,22,15,-1,0,0,0,0.171857277323995,0.00103545687102479
3223,482015560002,48,201,556000,2,TX,27,-1,-1,-1,0,0,0.459133828193166,0.00665054036180023
3224,482012525002,48,201,252500,2,TX,15,-1,-1,0,0,0,0.168539970223618,0.0008589842089582
3225,482012524003,48,201,252400,3,TX,18,-1,-1,-1,0,0,0.0761167509283712,0.000201497463504006
3226,482012108001,48,201,210800,1,TX,51,-1,-1,21,12,-1,0.0860640785199774,0.000286214748345402
3227,482012112003,48,201,211200,3,TX,16,-1,-1,-1,-1,-1,0.0296627644456677,2.95623910181497e-05
3228,482012112002,48,201,211200,2,TX,55,20,15,94,66,54,0.0350028946994255,6.49501425174544e-05
3229,482014505001,48,201,450500,1,TX,122,99,42,-1,-1,-1,0.0566352604869413,0.000160023443092858
3230,482014221005,48,201,422100,5,TX,61,56,-1,-1,-1,-1,0.0270864545820801,4.3635172913851e-05
3231,482014221004,48,201,422100,4,TX,56,47,-1,16,14,-1,0.0286622631736556,4.51342504511612e-05
3232,482014533001,48,201,453300,1,TX,-1,0,-1,-1,-1,-1,0.0622998395811812,0.000193140044237964
3233,482014532001,48,201,453200,1,TX,27,-1,-1,-1,-1,-1,0.0419053463040729,0.000110831371745329
3234,482014531002,48,201,453100,2,TX,11,-1,-1,-1,-1,-1,0.0450995067341153,0.00011168833349329
3235,482014531001,48,201,453100,1,TX,-1,0,0,-1,-1,-1,0.0410015340920597,9.58287847583589e-05
3236,482014530003,48,201,453000,3,TX,-1,0,-1,-1,-1,0,0.0400915527522927,6.39424808124461e-05
3237,482014530002,48,201,453000,2,TX,32,-1,-1,-1,-1,-1,0.0403376129235299,9.51683523363693e-05
3238,482014217003,48,201,421700,3,TX,132,124,-1,14,13,-1,0.0417252831079597,7.78880198716661e-05
3239,482014217002,48,201,421700,2,TX,-1,-1,-1,0,0,0,0.0285112866067499,3.86033771990745e-05
3240,482014217001,48,201,421700,1,TX,-1,-1,-1,-1,-1,-1,0.0276536279670544,3.03212421294072e-05
3241,482012206002,48,201,220600,2,TX,46,-1,-1,-1,-1,-1,0.0340513997303883,6.54016123575822e-05
3242,482012544002,48,201,254400,2,TX,14,-1,-1,-1,0,0,0.0242210571169886,2.55841206184513e-05
3243,482014536023,48,201,453602,3,TX,21,-1,-1,-1,-1,0,0.0397131577005033,6.97281488157456e-05
3244,482014536011,48,201,453601,1,TX,-1,-1,-1,-1,-1,-1,0.0435047131656229,0.000111812180166658
3245,482014535022,48,201,453502,2,TX,-1,-1,-1,-1,0,0,0.031158301582102,6.47758895768865e-05
3246,482014534011,48,201,453401,1,TX,13,-1,-1,-1,-1,-1,0.034645785891679,3.26213753283477e-05
3247,482014534023,48,201,453402,3,TX,26,-1,-1,-1,-1,-1,0.038938597350679,7.01337046953553e-05
3248,482014534021,48,201,453402,1,TX,24,-1,-1,-1,-1,0,0.0338996983945086,3.69717492713765e-05
3249,482012324011,48,201,232401,1,TX,225,175,136,48,46,21,0.161088837059829,0.000805866857843017
3250,482012533001,48,201,253300,1,TX,33,-1,-1,-1,-1,0,0.056542722661933,0.000171791388716261
3251,482012530001,48,201,253000,1,TX,52,-1,-1,-1,-1,-1,0.048010325171428,0.000102164852941741
3252,482015503012,48,201,550301,2,TX,0,0,0,-1,-1,-1,0.0334575969584998,5.99158470860743e-05
3253,482015503022,48,201,550302,2,TX,-1,0,-1,-1,-1,-1,0.0583558544874399,0.000201439623527434
3254,482012224023,48,201,222402,3,TX,99,46,23,15,12,-1,0.0534476653070779,0.000172000747776784
3255,482015507002,48,201,550700,2,TX,28,-1,-1,-1,-1,-1,0.0586938064387689,0.00014448374636817
3256,482015104003,48,201,510400,3,TX,-1,0,0,0,0,0,0.0289368915500982,4.79559417246042e-05
3257,482015104002,48,201,510400,2,TX,-1,-1,-1,0,0,0,0.0267430089038582,3.82943540753566e-05
3258,482015104001,48,201,510400,1,TX,-1,0,-1,-1,-1,-1,0.0298193217005964,5.24606647251801e-05
3259,482015103005,48,201,510300,5,TX,-1,0,0,0,0,0,0.021153827549342,2.48062795872128e-05
3260,482015103004,48,201,510300,4,TX,-1,0,0,0,0,0,0.0341466289059789,3.29167606338253e-05
3261,482012538004,48,201,253800,4,TX,43,13,12,-1,-1,-1,0.0579409004380283,0.00016092079899491
3262,482015427002,48,201,542700,2,TX,15,-1,-1,-1,-1,0,0.081326288509954,0.000240240360006777
3263,482015427001,48,201,542700,1,TX,80,61,28,-1,-1,0,0.0623115530371251,0.000207447380637894
3264,482015426001,48,201,542600,1,TX,90,40,36,12,-1,-1,0.0855389570512211,0.000429302489467075
3265,482015103003,48,201,510300,3,TX,-1,0,0,0,0,0,0.0235712906749938,2.92085457955726e-05
3266,482015103002,48,201,510300,2,TX,57,40,-1,25,25,-1,0.0447125491931487,7.28931851071e-05
3267,482015102002,48,201,510200,2,TX,26,-1,-1,-1,-1,-1,0.076683579595072,0.000236567169593202
3268,482015101001,48,201,510100,1,TX,-1,-1,-1,-1,-1,-1,0.0411788641188905,9.3556874026051e-05
3269,482013415012,48,201,341501,2,TX,-1,0,0,0,0,0,0.0368254569681654,4.69808850911519e-05
3270,482013415013,48,201,341501,3,TX,65,41,-1,-1,-1,-1,0.042914559634625,7.60840368946083e-05
3271,482013415021,48,201,341502,1,TX,11,-1,-1,-1,0,0,0.0528269956725418,0.000184892661379192
3272,482013414003,48,201,341400,3,TX,16,-1,0,-1,0,0,0.0887465309742667,0.000201776321956153
3273,482013414001,48,201,341400,1,TX,16,-1,-1,-1,-1,-1,0.0829810767423022,0.000195758023597207
3274,482013412011,48,201,341201,1,TX,-1,-1,-1,58,36,18,0.0907431747099355,0.000453329915319879
3275,482013412024,48,201,341202,4,TX,22,12,-1,-1,-1,-1,0.0402834693792952,7.04681273394267e-05
3276,482012546001,48,201,254600,1,TX,34,-1,-1,-1,-1,-1,0.0285158684396754,3.3060626654438e-05
3277,482012545001,48,201,254500,1,TX,33,-1,-1,-1,0,0,0.0735816067629668,0.000242142657750393
3278,482012544004,48,201,254400,4,TX,18,-1,-1,-1,-1,-1,0.025827611084587,2.53743624894683e-05
3279,482012544003,48,201,254400,3,TX,17,-1,-1,-1,-1,-1,0.0567215053577823,8.98246902839414e-05
3280,482012536002,48,201,253600,2,TX,-1,0,-1,27,25,13,0.0345557856482373,4.9494603840898e-05
3281,482012536001,48,201,253600,1,TX,53,20,12,-1,-1,-1,0.0394217183841698,8.10658862194147e-05
3282,482012535004,48,201,253500,4,TX,58,18,-1,15,-1,-1,0.0255450465095148,3.54925068359537e-05
3283,482012535002,48,201,253500,2,TX,53,16,-1,-1,-1,-1,0.041526802845712,8.21403632095356e-05
3284,482012535001,48,201,253500,1,TX,23,0,-1,-1,0,0,0.0528757549015046,0.00014544904826796
3285,482013236002,48,201,323600,2,TX,15,-1,-1,-1,-1,-1,0.0475868328989922,0.000122765371575612
3286,482013236001,48,201,323600,1,TX,70,16,14,71,56,26,0.07434336661552,0.000143827664848344
3287,482013235003,48,201,323500,3,TX,27,-1,-1,-1,-1,-1,0.0385753902045378,9.25140193230985e-05
3288,482013235002,48,201,323500,2,TX,54,30,15,51,36,21,0.0374691423490761,6.88871641186651e-05
3289,482012523012,48,201,252301,2,TX,30,-1,-1,-1,-1,0,0.0456720394320615,6.8852199585601e-05
3290,482012523022,48,201,252302,2,TX,18,-1,-1,-1,0,0,0.0433576062189217,8.16861793697792e-05
3291,482012538002,48,201,253800,2,TX,45,-1,-1,-1,-1,-1,0.0591769971232555,0.000231936638301208
3292,482012538001,48,201,253800,1,TX,14,0,0,-1,-1,-1,0.0521695153880311,0.000143421833156405
3293,482012334002,48,201,233400,2,TX,30,-1,-1,12,-1,-1,0.0688168153613547,0.000163131071939499
3294,482012334001,48,201,233400,1,TX,45,-1,-1,-1,-1,-1,0.0512663889271895,8.11848082748108e-05
3295,482012333003,48,201,233300,3,TX,31,-1,-1,-1,-1,-1,0.0419591964880385,9.96884061272797e-05
3296,482012333002,48,201,233300,2,TX,42,14,-1,35,33,22,0.0559262300667076,0.000120794363453131
3297,482012332001,48,201,233200,1,TX,26,-1,-1,-1,0,0,0.0503997056739158,7.3542651743199e-05
3298,482012332002,48,201,233200,2,TX,58,37,-1,22,20,-1,0.0457672589636828,7.42789855171929e-05
3299,482012332004,48,201,233200,4,TX,34,-1,-1,-1,-1,-1,0.0288241191163376,5.11162238050752e-05
3300,482012331023,48,201,233102,3,TX,53,12,12,-1,-1,-1,0.0360821492057255,7.37360373658633e-05
3301,482015321001,48,201,532100,1,TX,-1,0,0,-1,-1,-1,0.0430102950237515,4.74655811722235e-05
3302,482015328001,48,201,532800,1,TX,40,16,-1,16,14,-1,0.0713288533009417,0.000126242172934309
3303,482015315003,48,201,531500,3,TX,-1,0,0,0,0,0,0.0537326952552701,8.88116903001996e-05
3304,482015332003,48,201,533200,3,TX,18,-1,-1,0,0,0,0.03214914431103,5.75329935985222e-05
3305,482015326002,48,201,532600,2,TX,13,0,0,-1,-1,-1,0.0266898503411631,3.84777722050178e-05
3306,483396947001,48,339,694700,1,TX,18,-1,-1,-1,0,0,0.470652483341662,0.0105245573528576
3307,483396923003,48,339,692300,3,TX,68,37,20,-1,-1,-1,0.160670198920756,0.00103839134541635
3308,483396914002,48,339,691400,2,TX,121,99,45,153,140,20,0.17512585106787,0.00100307600901223
3309,483396922004,48,339,692200,4,TX,50,44,29,19,18,11,0.206559187069966,0.00187258597322553
3310,483396942022,48,339,694202,2,TX,-1,-1,-1,0,0,0,0.2069840311124,0.00185666941675284
3311,481677227004,48,167,722700,4,TX,168,69,47,47,35,18,0.0554382171972678,0.000141983279477193
3312,481677220012,48,167,722001,2,TX,19,-1,-1,-1,0,0,0.0637944985052786,0.00013286946800908
3313,481677223006,48,167,722300,6,TX,14,0,-1,0,0,0,0.0319466057009395,3.80155280020979e-05
3314,481677223003,48,167,722300,3,TX,24,-1,-1,-1,-1,0,0.0235082982454775,3.42161371198748e-05
3315,481677221004,48,167,722100,4,TX,17,-1,-1,0,0,0,0.0386407586691515,4.7786837279384e-05
3316,481677262002,48,167,726200,2,TX,99,21,17,33,20,15,0.0712125688208267,0.000225483212499784
3317,481677262001,48,167,726200,1,TX,17,-1,-1,-1,-1,-1,0.601330916470681,0.00346605379232241
3318,481677218001,48,167,721800,1,TX,31,-1,-1,-1,-1,-1,0.0672127374319616,0.000128623985847621
3319,481677220022,48,167,722002,2,TX,-1,0,-1,0,0,0,0.0290963028423893,4.12975761692215e-05
3320,481677214001,48,167,721400,1,TX,-1,0,0,0,0,0,0.0480111789077316,0.000124514172116094
3321,481677229001,48,167,722900,1,TX,87,30,20,13,12,-1,0.0537064172433347,9.3462632194543e-05
3322,481677232002,48,167,723200,2,TX,112,61,24,41,39,20,0.120067657629589,0.000631763635290804
3323,481990302001,48,199,030200,1,TX,747,706,305,50,49,-1,0.79213186528612,0.0118985706733652
3324,481990302002,48,199,030200,2,TX,116,62,37,-1,-1,-1,0.749741690066053,0.0151722452751816
3325,481677218004,48,167,721800,4,TX,39,-1,-1,-1,0,0,0.0515994875043998,9.17899454915521e-05
3326,481677201001,48,167,720100,1,TX,140,113,15,-1,-1,-1,0.128248695089398,0.000423274498171002
3327,481677201002,48,167,720100,2,TX,13,-1,-1,-1,0,0,0.0316524343333312,5.75724636786737e-05
3328,481677201003,48,167,720100,3,TX,22,-1,-1,-1,-1,-1,0.0679950961909281,0.000120175897957546
